 
 University of Bristol ACRC HPC Bluepebble Service
 -------------------------------------------------
 Job cloverleaf, jobid 326755.bp1, username td8469 - started execution at 10 :21:36 Fri 08/21/20 on node bp1-02-11-01.data.bp.acrc.priv
 
[0] MPI startup(): libfabric version: 1.9.0a1-impi
[0] MPI startup(): libfabric provider: tcp;ofi_rxm
[0] MPI startup(): Rank    Pid      Node name                       Pin cpu
 Step time per cell      5.979414304925336E-009
 Step      11 time   0.0135136 control    sound    timestep   1.44E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.902339935302734     
 Average time per cell   5.563076660789624E-009
 Step time per cell      5.326469868628515E-009
 Step      12 time   0.0149585 control    sound    timestep   1.44E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock   0.983855009078979     
 Average time per cell   5.560161500600063E-009
 Step time per cell      5.518264111338390E-009
 Step      13 time   0.0163976 control    sound    timestep   1.44E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.06700587272644     
 Average time per cell   5.566228218933838E-009
 Step time per cell      5.629537756451302E-009
 Step      14 time   0.0178403 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.14855504035950     
 Average time per cell   5.563669551592616E-009
 Step time per cell      5.520560080185533E-009
 Step      15 time   0.0192888 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.23084688186646     
 Average time per cell   5.564809759595880E-009
 Step time per cell      5.571410939511325E-009
 Step      16 time   0.0207394 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.31230306625366     
 Average time per cell   5.562265465010165E-009
 Step time per cell      5.514674638915393E-009
 Step      17 time   0.0221907 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.39234304428101     
 Average time per cell   5.554370932110579E-009
 Step time per cell      5.418712842381663E-009
 Step      18 time   0.0236426 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
 Wall clock    1.46580791473389     
 Average time per cell   5.522581179522805E-009
 Step time per cell      4.970368334195680E-009
 Step      19 time   0.0250950 control    sound    timestep   1.45E-03       1,       1 x  1.30E-03 y  1.30E-03
